,init_assem_id,entering_assem_id,product_assem_id,leaving_assem_id,metal_bs,leaving_bs,entering_bs,duplicate_count,kind
1860,0,193,263,2,M1.a,X1.a,L1.c,2,inter-XtoL
1861,0,193,298,2,M1.a,X1.a,L6.b,2,inter-XtoL
1862,0,194,299,2,M1.a,X1.a,L6.a,4,inter-XtoL
1863,0,194,240,2,M1.a,X1.a,L3.a,2,inter-XtoL
1864,0,194,296,2,M1.a,X1.a,L4.b,2,inter-XtoL
1865,0,194,262,2,M1.a,X1.a,L1.c,2,inter-XtoL
1866,0,194,235,2,M1.a,X1.a,L5.a,2,inter-XtoL
1867,0,195,268,2,M1.a,X1.a,L1.c,4,inter-XtoL
1868,0,195,244,2,M1.a,X1.a,L5.a,2,inter-XtoL
1869,0,196,260,2,M1.a,X1.a,L3.a,2,inter-XtoL
1870,0,196,272,2,M1.a,X1.a,L1.c,4,inter-XtoL
1871,0,197,297,2,M1.a,X1.a,L4.a,4,inter-XtoL
1872,0,197,264,2,M1.a,X1.a,L1.c,4,inter-XtoL
1873,0,197,247,2,M1.a,X1.a,L3.a,2,inter-XtoL
1874,0,197,300,2,M1.a,X1.a,L6.b,2,inter-XtoL
1875,0,198,298,2,M1.a,X1.a,L4.a,4,inter-XtoL
1876,0,198,265,2,M1.a,X1.a,L1.c,2,inter-XtoL
1877,0,198,245,2,M1.a,X1.a,L3.a,2,inter-XtoL
1878,0,198,300,2,M1.a,X1.a,L5.a,4,inter-XtoL
1879,0,199,269,2,M1.a,X1.a,L1.c,2,inter-XtoL
1880,0,199,243,2,M1.a,X1.a,L3.a,4,inter-XtoL
1881,0,200,270,2,M1.a,X1.a,L1.c,4,inter-XtoL
1882,0,200,301,2,M1.a,X1.a,L4.b,8,inter-XtoL
1883,0,201,298,2,M1.a,X1.a,L4.a,8,inter-XtoL
1884,0,201,273,2,M1.a,X1.a,L1.c,2,inter-XtoL
1885,0,201,261,2,M1.a,X1.a,L3.a,2,inter-XtoL
1886,0,202,281,2,M1.a,X1.a,L1.c,4,inter-XtoL
1887,0,202,301,2,M1.a,X1.a,L3.a,8,inter-XtoL
1888,0,203,292,2,M1.a,X1.a,L1.c,4,inter-XtoL
1889,0,203,283,2,M1.a,X1.a,L2.c,4,inter-XtoL
1890,0,203,285,2,M1.a,X1.a,L3.a,4,inter-XtoL
1891,0,206,236,2,M1.a,X1.a,L2.a,4,inter-XtoL
1892,0,206,305,2,M1.a,X1.a,L1.c,4,inter-XtoL
1893,0,206,299,2,M1.a,X1.a,L4.b,4,inter-XtoL
1894,0,207,238,2,M1.a,X1.a,L3.b,4,inter-XtoL
1895,0,207,241,2,M1.a,X1.a,L2.a,2,inter-XtoL
1896,0,207,307,2,M1.a,X1.a,L6.b,2,inter-XtoL
1897,0,207,306,2,M1.a,X1.a,L5.a,4,inter-XtoL
1898,0,208,305,2,M1.a,X1.a,L6.a,4,inter-XtoL
1899,0,208,234,2,M1.a,X1.a,L2.a,2,inter-XtoL
1900,0,208,296,2,M1.a,X1.a,L4.a,4,inter-XtoL
1901,0,208,242,2,M1.a,X1.a,L3.b,2,inter-XtoL
1902,0,209,302,2,M1.a,X1.a,L4.a,4,inter-XtoL
1903,0,209,237,2,M1.a,X1.a,L2.a,4,inter-XtoL
1904,0,209,289,2,M1.a,X1.a,L5.b,4,inter-XtoL
1905,0,210,279,2,M1.a,X1.a,L2.a,4,inter-XtoL
1906,0,210,304,2,M1.a,X1.a,L3.b,8,inter-XtoL
1907,0,211,303,2,M1.a,X1.a,L3.b,8,inter-XtoL
1908,0,211,277,2,M1.a,X1.a,L2.a,4,inter-XtoL
1909,0,212,290,2,M1.a,X1.a,L1.c,12,inter-XtoL
1910,0,213,309,2,M1.a,X1.a,L5.a,8,inter-XtoL
1911,0,213,308,2,M1.a,X1.a,L4.a,2,inter-XtoL
1912,0,214,312,2,M1.a,X1.a,L5.a,4,inter-XtoL
1913,0,215,312,2,M1.a,X1.a,L4.a,4,inter-XtoL
1914,0,216,315,2,M1.a,X1.a,L6.b,4,inter-XtoL
1915,0,216,313,2,M1.a,X1.a,L4.a,2,inter-XtoL
1916,0,216,314,2,M1.a,X1.a,L5.a,4,inter-XtoL
1917,0,217,311,2,M1.a,X1.a,L4.b,4,inter-XtoL
1918,0,218,316,2,M1.a,X1.a,L5.a,4,inter-XtoL
1919,0,219,316,2,M1.a,X1.a,L4.a,2,inter-XtoL
1920,0,220,315,2,M1.a,X1.a,L3.c,2,inter-XtoL
1921,0,220,319,2,M1.a,X1.a,L4.a,2,inter-XtoL
1922,0,220,321,2,M1.a,X1.a,L6.b,2,inter-XtoL
1923,0,220,320,2,M1.a,X1.a,L5.a,4,inter-XtoL
1924,0,221,311,2,M1.a,X1.a,L3.c,2,inter-XtoL
1925,0,221,322,2,M1.a,X1.a,L5.a,2,inter-XtoL
1926,0,222,312,2,M1.a,X1.a,L3.c,2,inter-XtoL
1927,0,223,313,2,M1.a,X1.a,L3.c,2,inter-XtoL
1928,0,223,319,2,M1.a,X1.a,L6.b,4,inter-XtoL
1929,0,223,325,2,M1.a,X1.a,L5.a,4,inter-XtoL
1930,0,224,314,2,M1.a,X1.a,L3.c,2,inter-XtoL
1931,0,224,320,2,M1.a,X1.a,L6.b,4,inter-XtoL
1932,0,224,325,2,M1.a,X1.a,L4.a,2,inter-XtoL
1933,0,224,324,2,M1.a,X1.a,L5.a,2,inter-XtoL
1934,0,225,316,2,M1.a,X1.a,L3.c,2,inter-XtoL
1935,0,225,328,2,M1.a,X1.a,L6.b,2,inter-XtoL
1936,0,226,328,2,M1.a,X1.a,L4.a,2,inter-XtoL
1937,0,227,317,2,M1.a,X1.a,L3.c,2,inter-XtoL
1938,0,227,327,2,M1.a,X1.a,L5.a,8,inter-XtoL
1939,0,228,330,2,M1.a,X1.a,L5.b,4,inter-XtoL
1940,0,228,318,2,M1.a,X1.a,L3.c,2,inter-XtoL
1941,0,228,331,2,M1.a,X1.a,L4.a,2,inter-XtoL
1942,0,228,329,2,M1.a,X1.a,L6.c,2,inter-XtoL
1943,0,229,333,2,M1.a,X1.a,L6.c,2,inter-XtoL
1944,0,229,330,2,M1.a,X1.a,L2.c,4,inter-XtoL
1945,0,229,334,2,M1.a,X1.a,L4.a,2,inter-XtoL
1946,0,229,335,2,M1.a,X1.a,L5.b,2,inter-XtoL
1947,0,230,332,2,M1.a,X1.a,L5.a,4,inter-XtoL
1948,0,230,327,2,M1.a,X1.a,L2.c,4,inter-XtoL
1949,0,230,336,2,M1.a,X1.a,L6.b,2,inter-XtoL
1950,0,231,328,2,M1.a,X1.a,L2.c,4,inter-XtoL
1951,0,232,333,2,M1.a,X1.a,L5.b,4,inter-XtoL
1952,0,232,329,2,M1.a,X1.a,L2.c,4,inter-XtoL
1953,0,232,337,2,M1.a,X1.a,L4.a,2,inter-XtoL
1954,0,233,337,2,M1.a,X1.a,L5.c,2,inter-XtoL
1955,0,233,334,2,M1.a,X1.a,L6.a,4,inter-XtoL
1956,0,233,331,2,M1.a,X1.a,L2.c,4,inter-XtoL
1957,0,234,341,2,M1.a,X1.a,L6.a,4,inter-XtoL
1958,0,234,393,2,M1.a,X1.a,L3.a,2,inter-XtoL
1959,0,234,340,2,M1.a,X1.a,L5.a,4,inter-XtoL
1960,0,235,344,2,M1.a,X1.a,L6.a,4,inter-XtoL
1961,0,235,340,2,M1.a,X1.a,L4.a,2,inter-XtoL
1962,0,235,359,2,M1.a,X1.a,L3.a,2,inter-XtoL
1963,0,235,343,2,M1.a,X1.a,L5.a,2,inter-XtoL
1964,0,236,350,2,M1.a,X1.a,L6.a,2,inter-XtoL
1965,0,236,341,2,M1.a,X1.a,L4.a,2,inter-XtoL
1966,0,236,389,2,M1.a,X1.a,L3.a,2,inter-XtoL
1967,0,236,344,2,M1.a,X1.a,L5.a,4,inter-XtoL
1968,0,237,342,2,M1.a,X1.a,L4.a,2,inter-XtoL
1969,0,237,396,2,M1.a,X1.a,L3.a,2,inter-XtoL
1970,0,237,347,2,M1.a,X1.a,L6.b,2,inter-XtoL
1971,0,237,345,2,M1.a,X1.a,L5.a,4,inter-XtoL
1972,0,238,339,2,M1.a,X1.a,L4.b,2,inter-XtoL
1973,0,238,349,2,M1.a,X1.a,L6.a,4,inter-XtoL
1974,0,238,351,2,M1.a,X1.a,L3.a,2,inter-XtoL
1975,0,238,348,2,M1.a,X1.a,L5.a,2,inter-XtoL
1976,0,239,352,2,M1.a,X1.a,L6.a,4,inter-XtoL
1977,0,239,343,2,M1.a,X1.a,L4.a,4,inter-XtoL
1978,0,240,353,2,M1.a,X1.a,L6.a,2,inter-XtoL
1979,0,240,344,2,M1.a,X1.a,L4.a,4,inter-XtoL
1980,0,240,359,2,M1.a,X1.a,L3.a,2,inter-XtoL
1981,0,240,352,2,M1.a,X1.a,L5.a,2,inter-XtoL
1982,0,241,346,2,M1.a,X1.a,L4.a,4,inter-XtoL
1983,0,241,351,2,M1.a,X1.a,L3.a,4,inter-XtoL
1984,0,241,354,2,M1.a,X1.a,L6.a,2,inter-XtoL
1985,0,242,350,2,M1.a,X1.a,L4.a,4,inter-XtoL
1986,0,242,393,2,M1.a,X1.a,L3.a,2,inter-XtoL
1987,0,242,353,2,M1.a,X1.a,L5.a,4,inter-XtoL
1988,0,243,383,2,M1.a,X1.a,L3.a,2,inter-XtoL
1989,0,243,355,2,M1.a,X1.a,L5.a,2,inter-XtoL
1990,0,245,358,2,M1.a,X1.a,L6.b,4,inter-XtoL
1991,0,245,397,2,M1.a,X1.a,L3.a,2,inter-XtoL
1992,0,245,357,2,M1.a,X1.a,L5.a,4,inter-XtoL
1993,0,247,361,2,M1.a,X1.a,L6.b,4,inter-XtoL
1994,0,247,357,2,M1.a,X1.a,L4.a,2,inter-XtoL
1995,0,247,360,2,M1.a,X1.a,L3.a,4,inter-XtoL
1996,0,248,391,2,M1.a,X1.a,L6.c,2,inter-XtoL
1997,0,248,358,2,M1.a,X1.a,L4.a,2,inter-XtoL
1998,0,248,390,2,M1.a,X1.a,L3.a,2,inter-XtoL
1999,0,248,361,2,M1.a,X1.a,L5.a,4,inter-XtoL
2000,0,249,355,2,M1.a,X1.a,L4.b,2,inter-XtoL
2001,0,250,359,2,M1.a,X1.a,L4.a,8,inter-XtoL
2002,0,251,364,2,M1.a,X1.a,L6.a,4,inter-XtoL
2003,0,251,363,2,M1.a,X1.a,L5.a,4,inter-XtoL
2004,0,251,398,2,M1.a,X1.a,L3.a,2,inter-XtoL
2005,0,253,366,2,M1.a,X1.a,L3.a,4,inter-XtoL
2006,0,254,367,2,M1.a,X1.a,L5.b,4,inter-XtoL
2007,0,254,365,2,M1.a,X1.a,L4.a,2,inter-XtoL
2008,0,254,363,2,M1.a,X1.a,L3.a,2,inter-XtoL
2009,0,254,372,2,M1.a,X1.a,L6.a,2,inter-XtoL
2010,0,255,366,2,M1.a,X1.a,L3.a,4,inter-XtoL
2011,0,256,363,2,M1.a,X1.a,L4.b,2,inter-XtoL
2012,0,256,371,2,M1.a,X1.a,L5.c,2,inter-XtoL
2013,0,256,364,2,M1.a,X1.a,L3.a,2,inter-XtoL
2014,0,256,370,2,M1.a,X1.a,L6.a,4,inter-XtoL
2015,0,258,367,2,M1.a,X1.a,L4.a,4,inter-XtoL
2016,0,258,399,2,M1.a,X1.a,L5.c,2,inter-XtoL
2017,0,258,364,2,M1.a,X1.a,L3.a,2,inter-XtoL
2018,0,258,373,2,M1.a,X1.a,L6.a,2,inter-XtoL
2019,0,259,372,2,M1.a,X1.a,L4.a,4,inter-XtoL
2020,0,259,373,2,M1.a,X1.a,L5.b,4,inter-XtoL
2021,0,259,398,2,M1.a,X1.a,L3.a,2,inter-XtoL
2022,0,261,358,2,M1.a,X1.a,L5.a,8,inter-XtoL
2023,0,261,388,2,M1.a,X1.a,L3.a,2,inter-XtoL
2024,0,262,374,2,M1.a,X1.a,L6.a,4,inter-XtoL
2025,0,262,343,2,M1.a,X1.a,L5.a,2,inter-XtoL
2026,0,262,352,2,M1.a,X1.a,L3.a,2,inter-XtoL
2027,0,262,382,2,M1.a,X1.a,L4.c,2,inter-XtoL
2028,0,263,376,2,M1.a,X1.a,L5.a,4,inter-XtoL
2029,0,263,390,2,M1.a,X1.a,L3.a,2,inter-XtoL
2030,0,263,377,2,M1.a,X1.a,L6.b,2,inter-XtoL
2031,0,263,401,2,M1.a,X1.a,L4.c,2,inter-XtoL
2032,0,264,376,2,M1.a,X1.a,L4.a,4,inter-XtoL
2033,0,264,360,2,M1.a,X1.a,L3.a,2,inter-XtoL
2034,0,264,379,2,M1.a,X1.a,L6.b,2,inter-XtoL
2035,0,264,378,2,M1.a,X1.a,L5.a,2,inter-XtoL
2036,0,265,377,2,M1.a,X1.a,L4.a,4,inter-XtoL
2037,0,265,397,2,M1.a,X1.a,L3.a,2,inter-XtoL
2038,0,265,379,2,M1.a,X1.a,L5.a,4,inter-XtoL
2039,0,266,383,2,M1.a,X1.a,L6.a,2,inter-XtoL
2040,0,269,383,2,M1.a,X1.a,L3.a,4,inter-XtoL
2041,0,270,384,2,M1.a,X1.a,L4.b,8,inter-XtoL
2042,0,271,385,2,M1.a,X1.a,L5.a,4,inter-XtoL
2043,0,271,365,2,M1.a,X1.a,L3.a,2,inter-XtoL
2044,0,271,386,2,M1.a,X1.a,L6.b,2,inter-XtoL
2045,0,271,409,2,M1.a,X1.a,L4.c,2,inter-XtoL
2046,0,273,387,2,M1.a,X1.a,L4.a,8,inter-XtoL
2047,0,273,388,2,M1.a,X1.a,L3.a,2,inter-XtoL
2048,0,274,391,2,M1.a,X1.a,L3.a,8,inter-XtoL
2049,0,274,388,2,M1.a,X1.a,L4.a,2,inter-XtoL
2050,0,275,359,2,M1.a,X1.a,L3.a,4,inter-XtoL
2051,0,275,389,2,M1.a,X1.a,L4.a,4,inter-XtoL
2052,0,275,393,2,M1.a,X1.a,L6.a,2,inter-XtoL
2053,0,276,355,2,M1.a,X1.a,L3.a,4,inter-XtoL
2054,0,277,356,2,M1.a,X1.a,L3.a,8,inter-XtoL
2055,0,277,395,2,M1.a,X1.a,L5.a,2,inter-XtoL
2056,0,278,360,2,M1.a,X1.a,L3.a,4,inter-XtoL
2057,0,278,390,2,M1.a,X1.a,L6.b,4,inter-XtoL
2058,0,278,397,2,M1.a,X1.a,L4.a,2,inter-XtoL
2059,0,279,394,2,M1.a,X1.a,L4.b,2,inter-XtoL
2060,0,279,362,2,M1.a,X1.a,L3.a,4,inter-XtoL
2061,0,279,392,2,M1.a,X1.a,L6.a,4,inter-XtoL
2062,0,281,384,2,M1.a,X1.a,L3.a,4,inter-XtoL
2063,0,281,400,2,M1.a,X1.a,L4.b,4,inter-XtoL
2064,0,281,402,2,M1.a,X1.a,L6.a,2,inter-XtoL
2065,0,283,403,2,M1.a,X1.a,L5.b,2,inter-XtoL
2066,0,283,367,2,M1.a,X1.a,L2.c,2,inter-XtoL
2067,0,283,385,2,M1.a,X1.a,L4.a,2,inter-XtoL
2068,0,283,410,2,M1.a,X1.a,L3.a,2,inter-XtoL
2069,0,283,408,2,M1.a,X1.a,L6.a,2,inter-XtoL
2070,0,284,365,2,M1.a,X1.a,L4.b,2,inter-XtoL
2071,0,284,406,2,M1.a,X1.a,L6.a,4,inter-XtoL
2072,0,284,371,2,M1.a,X1.a,L2.c,2,inter-XtoL
2073,0,285,370,2,M1.a,X1.a,L2.c,2,inter-XtoL
2074,0,285,410,2,M1.a,X1.a,L3.a,2,inter-XtoL
2075,0,285,407,2,M1.a,X1.a,L6.a,2,inter-XtoL
2076,0,285,367,2,M1.a,X1.a,L4.b,2,inter-XtoL
2077,0,285,406,2,M1.a,X1.a,L5.a,2,inter-XtoL
2078,0,286,409,2,M1.a,X1.a,L6.a,2,inter-XtoL
2079,0,286,403,2,M1.a,X1.a,L4.a,4,inter-XtoL
2080,0,286,399,2,M1.a,X1.a,L2.c,2,inter-XtoL
2081,0,287,409,2,M1.a,X1.a,L5.b,2,inter-XtoL
2082,0,287,408,2,M1.a,X1.a,L4.a,4,inter-XtoL
2083,0,287,372,2,M1.a,X1.a,L3.a,2,inter-XtoL
2084,0,287,373,2,M1.a,X1.a,L2.c,2,inter-XtoL
2085,0,288,364,2,M1.a,X1.a,L4.b,2,inter-XtoL
2086,0,288,410,2,M1.a,X1.a,L6.a,4,inter-XtoL
2087,0,288,372,2,M1.a,X1.a,L2.c,2,inter-XtoL
2088,0,289,404,2,M1.a,X1.a,L5.b,4,inter-XtoL
2089,0,289,342,2,M1.a,X1.a,L4.a,2,inter-XtoL
2090,0,289,347,2,M1.a,X1.a,L3.a,2,inter-XtoL
2091,0,289,368,2,M1.a,X1.a,L2.c,2,inter-XtoL
2092,0,290,405,2,M1.a,X1.a,L3.a,4,inter-XtoL
2093,0,290,369,2,M1.a,X1.a,L2.c,4,inter-XtoL
2094,0,290,411,2,M1.a,X1.a,L6.a,2,inter-XtoL
2095,0,291,399,2,M1.a,X1.a,L4.b,2,inter-XtoL
2096,0,291,407,2,M1.a,X1.a,L5.a,4,inter-XtoL
2097,0,291,386,2,M1.a,X1.a,L3.a,2,inter-XtoL
2098,0,291,371,2,M1.a,X1.a,L2.c,2,inter-XtoL
2099,0,292,403,2,M1.a,X1.a,L4.c,2,inter-XtoL
2100,0,292,385,2,M1.a,X1.a,L2.c,2,inter-XtoL
2101,0,292,406,2,M1.a,X1.a,L3.a,2,inter-XtoL
2102,0,292,407,2,M1.a,X1.a,L6.b,2,inter-XtoL
2103,0,292,412,2,M1.a,X1.a,L5.a,2,inter-XtoL
2104,0,293,413,2,M1.a,X1.a,L4.a,4,inter-XtoL
2105,0,293,401,2,M1.a,X1.a,L5.b,2,inter-XtoL
2106,0,293,391,2,M1.a,X1.a,L3.a,2,inter-XtoL
2107,0,293,387,2,M1.a,X1.a,L2.c,2,inter-XtoL
2108,0,295,410,2,M1.a,X1.a,L3.a,4,inter-XtoL
2109,0,295,363,2,M1.a,X1.a,L4.a,2,inter-XtoL
2110,0,295,386,2,M1.a,X1.a,L5.b,2,inter-XtoL
2111,0,295,373,2,M1.a,X1.a,L2.c,2,inter-XtoL
2112,0,296,414,2,M1.a,X1.a,L6.a,4,inter-XtoL
2113,0,296,382,2,M1.a,X1.a,L1.c,2,inter-XtoL
2114,0,296,353,2,M1.a,X1.a,L3.a,2,inter-XtoL
2115,0,296,340,2,M1.a,X1.a,L5.a,2,inter-XtoL
2116,0,297,376,2,M1.a,X1.a,L1.c,4,inter-XtoL
2117,0,297,413,2,M1.a,X1.a,L4.a,2,inter-XtoL
2118,0,297,361,2,M1.a,X1.a,L3.a,2,inter-XtoL
2119,0,297,415,2,M1.a,X1.a,L6.b,2,inter-XtoL
2120,0,298,387,2,M1.a,X1.a,L4.a,2,inter-XtoL
2121,0,298,377,2,M1.a,X1.a,L1.c,2,inter-XtoL
2122,0,298,358,2,M1.a,X1.a,L3.a,2,inter-XtoL
2123,0,298,415,2,M1.a,X1.a,L5.a,4,inter-XtoL
2124,0,299,374,2,M1.a,X1.a,L1.c,2,inter-XtoL
2125,0,299,414,2,M1.a,X1.a,L4.b,4,inter-XtoL
2126,0,299,344,2,M1.a,X1.a,L3.a,4,inter-XtoL
2127,0,300,415,2,M1.a,X1.a,L6.b,4,inter-XtoL
2128,0,300,379,2,M1.a,X1.a,L1.c,4,inter-XtoL
2129,0,300,357,2,M1.a,X1.a,L5.a,2,inter-XtoL
2130,0,301,400,2,M1.a,X1.a,L4.b,2,inter-XtoL
2131,0,301,418,2,M1.a,X1.a,L6.a,4,inter-XtoL
2132,0,301,384,2,M1.a,X1.a,L1.c,4,inter-XtoL
2133,0,302,404,2,M1.a,X1.a,L4.c,4,inter-XtoL
2134,0,302,375,2,M1.a,X1.a,L1.c,2,inter-XtoL
2135,0,302,345,2,M1.a,X1.a,L3.a,4,inter-XtoL
2136,0,303,416,2,M1.a,X1.a,L4.a,4,inter-XtoL
2137,0,303,380,2,M1.a,X1.a,L1.c,2,inter-XtoL
2138,0,303,356,2,M1.a,X1.a,L3.a,4,inter-XtoL
2139,0,304,381,2,M1.a,X1.a,L1.c,2,inter-XtoL
2140,0,304,362,2,M1.a,X1.a,L3.a,2,inter-XtoL
2141,0,304,417,2,M1.a,X1.a,L4.b,4,inter-XtoL
2142,0,304,392,2,M1.a,X1.a,L6.a,2,inter-XtoL
2143,0,305,341,2,M1.a,X1.a,L2.a,2,inter-XtoL
2144,0,305,414,2,M1.a,X1.a,L4.b,4,inter-XtoL
2145,0,305,350,2,M1.a,X1.a,L6.a,2,inter-XtoL
2146,0,306,349,2,M1.a,X1.a,L3.b,4,inter-XtoL
2147,0,306,346,2,M1.a,X1.a,L2.a,2,inter-XtoL
2148,0,306,419,2,M1.a,X1.a,L6.b,2,inter-XtoL
2149,0,306,421,2,M1.a,X1.a,L5.a,2,inter-XtoL
2150,0,307,339,2,M1.a,X1.a,L3.b,4,inter-XtoL
2151,0,307,354,2,M1.a,X1.a,L2.a,2,inter-XtoL
2152,0,307,419,2,M1.a,X1.a,L5.a,4,inter-XtoL
2153,0,308,424,2,M1.a,X1.a,L5.a,8,inter-XtoL
2154,0,309,425,2,M1.a,X1.a,L6.a,4,inter-XtoL
2155,0,309,424,2,M1.a,X1.a,L4.a,4,inter-XtoL
2156,0,310,423,2,M1.a,X1.a,L4.a,4,inter-XtoL
2157,0,310,426,2,M1.a,X1.a,L5.a,4,inter-XtoL
2158,0,311,427,2,M1.a,X1.a,L5.a,2,inter-XtoL
2159,0,313,431,2,M1.a,X1.a,L6.b,4,inter-XtoL
2160,0,313,430,2,M1.a,X1.a,L5.a,4,inter-XtoL
2161,0,314,432,2,M1.a,X1.a,L6.b,4,inter-XtoL
2162,0,314,430,2,M1.a,X1.a,L4.a,2,inter-XtoL
2163,0,314,429,2,M1.a,X1.a,L5.a,2,inter-XtoL
2164,0,315,431,2,M1.a,X1.a,L4.a,2,inter-XtoL
2165,0,315,432,2,M1.a,X1.a,L5.a,4,inter-XtoL
2166,0,317,435,2,M1.a,X1.a,L5.a,8,inter-XtoL
2167,0,318,436,2,M1.a,X1.a,L5.b,4,inter-XtoL
2168,0,318,434,2,M1.a,X1.a,L4.a,2,inter-XtoL
2169,0,319,431,2,M1.a,X1.a,L3.c,2,inter-XtoL
2170,0,319,439,2,M1.a,X1.a,L6.b,2,inter-XtoL
2171,0,319,438,2,M1.a,X1.a,L5.a,4,inter-XtoL
2172,0,320,432,2,M1.a,X1.a,L3.c,2,inter-XtoL
2173,0,320,438,2,M1.a,X1.a,L4.a,2,inter-XtoL
2174,0,320,441,2,M1.a,X1.a,L6.b,2,inter-XtoL
2175,0,320,440,2,M1.a,X1.a,L5.a,2,inter-XtoL
2176,0,321,439,2,M1.a,X1.a,L4.a,2,inter-XtoL
2177,0,321,441,2,M1.a,X1.a,L5.a,4,inter-XtoL
2178,0,322,427,2,M1.a,X1.a,L3.c,2,inter-XtoL
2179,0,323,428,2,M1.a,X1.a,L3.c,2,inter-XtoL
2180,0,323,437,2,M1.a,X1.a,L6.b,4,inter-XtoL
2181,0,323,443,2,M1.a,X1.a,L5.a,2,inter-XtoL
2182,0,324,429,2,M1.a,X1.a,L3.c,2,inter-XtoL
2183,0,324,440,2,M1.a,X1.a,L6.a,4,inter-XtoL
2184,0,325,430,2,M1.a,X1.a,L3.c,2,inter-XtoL
2185,0,325,438,2,M1.a,X1.a,L6.b,4,inter-XtoL
2186,0,326,433,2,M1.a,X1.a,L3.c,2,inter-XtoL
2187,0,326,444,2,M1.a,X1.a,L4.a,4,inter-XtoL
2188,0,326,442,2,M1.a,X1.a,L6.c,2,inter-XtoL
2189,0,327,435,2,M1.a,X1.a,L3.c,2,inter-XtoL
2190,0,327,446,2,M1.a,X1.a,L5.a,4,inter-XtoL
2191,0,327,447,2,M1.a,X1.a,L6.b,2,inter-XtoL
2192,0,329,449,2,M1.a,X1.a,L5.b,4,inter-XtoL
2193,0,329,448,2,M1.a,X1.a,L4.a,2,inter-XtoL
2194,0,330,445,2,M1.a,X1.a,L4.b,2,inter-XtoL
2195,0,330,436,2,M1.a,X1.a,L3.c,2,inter-XtoL
2196,0,330,449,2,M1.a,X1.a,L5.c,2,inter-XtoL
2197,0,330,450,2,M1.a,X1.a,L6.a,2,inter-XtoL
2198,0,331,434,2,M1.a,X1.a,L3.c,2,inter-XtoL
2199,0,331,445,2,M1.a,X1.a,L6.a,4,inter-XtoL
2200,0,331,448,2,M1.a,X1.a,L5.c,2,inter-XtoL
2201,0,332,452,2,M1.a,X1.a,L5.a,4,inter-XtoL
2202,0,332,446,2,M1.a,X1.a,L2.c,4,inter-XtoL
2203,0,333,449,2,M1.a,X1.a,L2.c,4,inter-XtoL
2204,0,333,453,2,M1.a,X1.a,L4.a,2,inter-XtoL
2205,0,333,454,2,M1.a,X1.a,L5.b,2,inter-XtoL
2206,0,334,453,2,M1.a,X1.a,L6.c,2,inter-XtoL
2207,0,334,445,2,M1.a,X1.a,L2.c,4,inter-XtoL
2208,0,335,454,2,M1.a,X1.a,L6.c,2,inter-XtoL
2209,0,335,450,2,M1.a,X1.a,L2.c,4,inter-XtoL
2210,0,336,452,2,M1.a,X1.a,L5.a,4,inter-XtoL
2211,0,336,447,2,M1.a,X1.a,L2.c,4,inter-XtoL
2212,0,337,453,2,M1.a,X1.a,L5.b,4,inter-XtoL
2213,0,337,448,2,M1.a,X1.a,L2.c,4,inter-XtoL
2214,0,338,451,2,M1.a,X1.a,L2.c,8,inter-XtoL
2215,0,339,456,2,M1.a,X1.a,L6.a,4,inter-XtoL
2216,0,339,469,2,M1.a,X1.a,L3.a,2,inter-XtoL
2217,0,339,455,2,M1.a,X1.a,L5.a,2,inter-XtoL
2218,0,342,476,2,M1.a,X1.a,L3.a,2,inter-XtoL
2219,0,342,460,2,M1.a,X1.a,L6.b,2,inter-XtoL
2220,0,342,459,2,M1.a,X1.a,L5.a,4,inter-XtoL
2221,0,345,459,2,M1.a,X1.a,L4.a,2,inter-XtoL
2222,0,345,473,2,M1.a,X1.a,L3.a,2,inter-XtoL
2223,0,345,463,2,M1.a,X1.a,L6.b,2,inter-XtoL
2224,0,345,462,2,M1.a,X1.a,L5.a,2,inter-XtoL
2225,0,346,458,2,M1.a,X1.a,L4.a,2,inter-XtoL
2226,0,346,461,2,M1.a,X1.a,L3.a,4,inter-XtoL
2227,0,346,468,2,M1.a,X1.a,L6.a,2,inter-XtoL
2228,0,347,460,2,M1.a,X1.a,L4.a,2,inter-XtoL
2229,0,347,476,2,M1.a,X1.a,L3.a,2,inter-XtoL
2230,0,347,463,2,M1.a,X1.a,L5.a,4,inter-XtoL
2231,0,348,455,2,M1.a,X1.a,L4.b,2,inter-XtoL
2232,0,348,466,2,M1.a,X1.a,L6.a,4,inter-XtoL
2233,0,349,456,2,M1.a,X1.a,L4.b,2,inter-XtoL
2234,0,349,467,2,M1.a,X1.a,L6.a,2,inter-XtoL
2235,0,349,461,2,M1.a,X1.a,L3.a,2,inter-XtoL
2236,0,349,466,2,M1.a,X1.a,L5.a,2,inter-XtoL
2237,0,351,461,2,M1.a,X1.a,L4.a,4,inter-XtoL
2238,0,351,469,2,M1.a,X1.a,L6.a,2,inter-XtoL
2239,0,354,468,2,M1.a,X1.a,L4.a,4,inter-XtoL
2240,0,354,469,2,M1.a,X1.a,L3.a,4,inter-XtoL
2241,0,356,472,2,M1.a,X1.a,L6.b,4,inter-XtoL
2242,0,356,482,2,M1.a,X1.a,L3.a,2,inter-XtoL
2243,0,356,471,2,M1.a,X1.a,L5.a,2,inter-XtoL
2244,0,362,470,2,M1.a,X1.a,L4.b,2,inter-XtoL
2245,0,362,474,2,M1.a,X1.a,L6.a,4,inter-XtoL
2246,0,368,477,2,M1.a,X1.a,L5.b,4,inter-XtoL
